FID,Shape *,id,geometry_t,geometry_c,geometry_1,geometry_n,latitude,longitude,ri_service,timestamp,cce_availa,category,global_id,name,functional,type,ownership,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,alternate_,contact_ph,contact_na,cce_quanti,cce_lastup,accessibil
775,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3dac,Point,8.156167,10.801656,geometry_type,10.801656,8.156167,Yes,2018-09-25T14:25:46Z,Unknown,Primary Health Center,1f3c8633-3fa6-4e37-916f-89b849c67630,Kubau Primary Health Center,Functional,Primary,Public,KD1507,eHA_Polio,Kubau,19015,Kubau,KD,Kaduna, , , , , , 
776,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d86,Point,8.36833,11.00967,geometry_type,11.00967,8.36833,Unknown,2018-09-25T14:25:43Z,Unknown,Primary Health Clinic,ab12cd0c-0481-4bee-b017-e9815ebfa4f8,Talata Health Care,Unknown,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
777,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d81,Point,8.337308,10.994714,geometry_type,10.994714,8.337308,Yes,2018-09-25T14:25:45Z,Unknown,Primary Health Center,f7356240-aa63-4838-a0f9-d6a4cac2a91f,Rikochi Primary Health Center,Functional,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
778,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d7a,Point,8.33522,10.9949,geometry_type,10.9949,8.33522,Unknown,2018-09-25T14:25:43Z,Unknown,Primary Health Clinic,345142e1-e331-48df-8271-4e0a8e5a604b,Rikoci Health Care,Unknown,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
779,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d6f,Point,8.27744,10.99759,geometry_type,10.99759,8.27744,Yes,2018-09-25T14:25:43Z,Unknown,Primary Health Clinic,44273285-5203-4d7c-bd6d-5430511b0980,Dokan Toro Health Care,Functional,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
780,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d6b,Point,8.284181,11.053629,geometry_type,11.053629,8.284181,Yes,2018-09-25T14:25:44Z,Unknown,Primary Health Clinic,7fd07198-2e25-4287-ad8a-eba525d5c439,Karaba Health Clinic,Functional,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
781,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d64,Point,8.2223,11.06963,geometry_type,11.06963,8.2223,Unknown,2018-09-25T14:25:43Z,Unknown,Primary Health Clinic,c090bdcb-0b62-4355-aab7-83e3d2312a4b,Shukura Clinic And Maternity,Unknown,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
782,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d5f,Point,8.288723,11.074633,geometry_type,11.074633,8.288723,Yes,2018-09-25T14:25:53Z,Unknown,Primary Health Clinic,98ebf048-497d-41cd-b70c-fc3768ff7d37,Dokan Tagwai Health Clinic,Functional,Primary,Public,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna, , , , , , 
783,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d5b,Point,8.24432,10.643737,geometry_type,10.643737,8.24432,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Center,0db2bac8-20e4-4d6c-a78f-c04aa3dc09a0,Kwassam Primary Health Center,Functional,Primary,Others,KD1509,NPHCDA,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
784,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d54,Point,8.309644,10.612198,geometry_type,10.612198,8.309644,Yes,2018-09-25T14:25:48Z,Unknown,Primary Health Center,6d709b78-1c0d-4748-8e6f-303d761cf0a8,Danmaliki Clinic,Functional,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
785,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d52,Point,8.27909,10.68254,geometry_type,10.68254,8.27909,Yes,2018-09-25T14:25:43Z,Unknown,Health Post,07000573-4250-4055-913d-cc5feb849d7b,Sabon Layi Tafiyau Health Post,Unknown,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
786,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d4e,Point,8.274085,10.680239,geometry_type,10.680239,8.274085,Yes,2018-09-25T14:25:55Z,Unknown,Primary Health Clinic,4491fbca-4fe7-416b-b916-0a21dad77875,Pambegua Primary Health Care,Functional,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
787,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d4b,Point,8.270468,10.679308,geometry_type,10.679308,8.270468,Yes,2018-09-25T14:25:53Z,Unknown,Primary Health Clinic,d0bc6a32-4911-4d96-ae0c-8162d8a535bd,Sauki C Maternity Home,Unknown,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
788,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d47,Point,8.275016,10.687685,geometry_type,10.687685,8.275016,Unknown,2018-09-25T14:25:46Z,Unknown,Private Clinic,22e30c1a-cea5-4fa6-951b-c5b1524de718,Jan Block C M Home,Unknown,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
789,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d40,Point,8.272382,10.690702,geometry_type,10.690702,8.272382,Yes,2018-09-25T14:25:53Z,Unknown,Primary Health Center,ea8b2ccf-852f-4c4e-8ab8-48d941f54939,Awarke,Unknown,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
790,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d3c,Point,8.270104,10.683828,geometry_type,10.683828,8.270104,Unknown,2018-09-25T14:25:49Z,Unknown,Primary Health Center,b51b7069-7a33-41a2-a3a2-35ee53592bba,New Grace Nur Matanity,Unknown,Primary,Public,KD1509,eHA_Polio,Pambegua,19015,Kubau,KD,Kaduna, , , , , , 
791,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d34,Point,8.148962,10.727921,geometry_type,10.727921,8.148962,Unknown,2018-09-25T14:40:27Z,Unknown,Primary Health Center,0cddfe54-2314-474f-97ba-5be3441dcb81,Unguwar Dogo Primary Health Center,Functional,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
792,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d31,Point,8.148963,10.727972,geometry_type,10.727972,8.148963,Yes,2018-09-25T14:25:47Z,Unknown,Primary Health Center,34240eb7-1e37-4b3e-be3c-6108c70f7393,Anguwan Dogo Primary Health Center,Functional,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
793,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d2d,Point,8.127581,10.741698,geometry_type,10.741698,8.127581,Yes,2018-09-25T14:25:54Z,Unknown,Primary Health Clinic,05f3f281-f76a-4cbf-9137-4d2085e52b35,Zumunchi Maternity Home,Unknown,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
794,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d29,Point,8.138332,10.691489,geometry_type,10.691489,8.138332,Unknown,2018-09-25T14:25:46Z,Unknown,Primary Health Clinic,9e3d7cb3-89db-472e-99ff-505c010dae55,C Maude Health Clinc,Unknown,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
795,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d26,Point,8.126942,10.741981,geometry_type,10.741981,8.126942,Yes,2018-09-25T14:25:46Z,Unknown,Health Post,d7c41fa5-23a2-4aff-bc56-58756cc23718,Unguwan Mamuda Health Clinic,Unknown,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
796,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d23,Point,8.127461,10.73999,geometry_type,10.73999,8.127461,Yes,2018-09-25T14:25:47Z,Unknown,Primary Health Center,628e83e3-64f1-4550-badf-5c6c7113ae02,Habibu,Unknown,Primary,Public,KD1510,eHA_Polio,Zabi,19015,Kubau,KD,Kaduna, , , , , , 
797,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d1e,Point,8.21806,10.78565,geometry_type,10.78565,8.21806,Yes,2018-09-25T14:25:55Z,Unknown,Primary Health Clinic,6839b85b-6d0b-4004-99dd-94a5f736f42e,Dankande Health Care,Functional,Primary,Public,KD1511,eHA_Polio,Zuntu,19015,Kubau,KD,Kaduna, , , , , , 
798,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d18,Point,8.194659,10.742704,geometry_type,10.742704,8.194659,Yes,2018-09-25T14:25:49Z,Unknown,Primary Health Clinic,97bd9ccb-6ff3-4d6c-b2d8-9307fa0531b8,Wazabi Health Clinic,Functional,Primary,Public,KD1511,eHA_Polio,Zuntu,19015,Kubau,KD,Kaduna, , , , , , 
799,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d13,Point,8.217801,10.781811,geometry_type,10.781811,8.217801,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Clinic,420b765a-af0c-420f-9cdc-b20ca165bbc3,Dankande Healthcare,Functional,Primary,Others,KD1511,NPHCDA,Zuntu,19015,Kubau,KD,Kaduna, , , , , , 
800,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d0e,Point,8.23404,10.741886,geometry_type,10.741886,8.23404,Yes,2018-09-25T14:25:47Z,Unknown,Primary Health Center,3823120a-814c-4b26-a7be-dcbc6a42a931,Zuntu Primary Health Center,Unknown,Primary,Public,KD1511,eHA_Polio,Zuntu,19015,Kubau,KD,Kaduna, , , , , , 
801,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d05,Point,8.237857,10.742275,geometry_type,10.742275,8.237857,Yes,2018-09-25T14:25:45Z,Unknown,Primary Health Clinic,02002f15-331a-4f16-a4b4-52e708d4a8f4,Sauki Maternity,Unknown,Primary,Public,KD1511,eHA_Polio,Zuntu,19015,Kubau,KD,Kaduna, , , , , , 
802,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3d01,Point,7.784251,11.331524,geometry_type,11.331524,7.784251,Yes,2018-09-25T14:25:18Z,Unknown,Primary Health Clinic,b760ca87-ce93-47f5-b632-0a2a3343692f,Mazara Health Clinic,Functional,Primary,Public,KD1601,eHA_Polio,Doka,19016,Kudan,KD,Kaduna, , , , , , 
803,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cfe,Point,7.805147,11.36128,geometry_type,11.36128,7.805147,Yes,2018-09-25T14:25:20Z,Unknown,Primary Health Clinic,a1a23c3d-64dc-4480-b9af-93d71d771da6,Kyadi Health Clinic,Functional,Primary,Public,KD1601,eHA_Polio,Doka,19016,Kudan,KD,Kaduna, , , , , , 
804,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ced,Point,7.794581,11.326083,geometry_type,11.326083,7.794581,Yes,2018-09-25T14:25:37Z,Unknown,Primary Health Clinic,33ffa213-f0ab-4c7b-88d3-c6af9196ed82,Gwibi Health Clinic,Functional,Primary,Public,KD1601,eHA_Polio,Doka,19016,Kudan,KD,Kaduna, , , , , , 
805,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ce7,Point,7.697447,11.270048,geometry_type,11.270048,7.697447,Yes,2018-09-25T14:25:21Z,Unknown,Primary Health Clinic,b0340e12-a561-495e-9e18-d684f314859b,Dandabo Health Clinic,Functional,Primary,Public,KD1602,eHA_Polio,Garu,19016,Kudan,KD,Kaduna, , , , , , 
806,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ce2,Point,7.746878,11.247345,geometry_type,11.247345,7.746878,Yes,2018-09-25T14:25:19Z,Unknown,Primary Health Clinic,8fc85e78-3fb8-4c02-a738-ef60b4a2cc51,Lafiya Health Clinic,Functional,Primary,Public,KD1602,eHA_Polio,Garu,19016,Kudan,KD,Kaduna, , , , , , 
807,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ccc,Point,7.85298,11.28289,geometry_type,11.28289,7.85298,Unknown,2018-09-25T14:08:11Z,Unknown,Primary Health Clinic,b0db75c7-3610-41bb-9f30-13c39d3c0fd5,Dangashi Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD1605,eHA_Polio,Kauran Wali South,19016,Kudan,KD,Kaduna, , , , , , 
808,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cc9,Point,7.767962,11.305956,geometry_type,11.305956,7.767962,Unknown,2018-09-25T14:25:18Z,Unknown,Primary Health Center,7bd70abc-a768-4035-8bec-ed5a954731e5,Matarawa Health Facility,Unknown,Primary,Public,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
809,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cc6,Point,7.757563,11.33398,geometry_type,11.33398,7.757563,Unknown,2018-09-25T14:25:17Z,Unknown,Primary Health Clinic,37e23a90-8842-42bc-a604-07b29fbdd9f5,Nassarawa Health Clinic,Unknown,Primary,State Ministry Of Health,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
810,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cc2,Point,7.735797,11.307383,geometry_type,11.307383,7.735797,Unknown,2018-09-25T14:25:35Z,Unknown,Primary Health Clinic,f28dc026-d14f-4bde-982f-7990fc1d0467,Rahama Nursing Home And Maternity,Unknown,Primary,Public,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
811,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cbf,Point,7.732894,11.308864,geometry_type,11.308864,7.732894,Unknown,2018-09-25T14:25:27Z,Unknown,Private Clinic,8e203e05-12a1-4d0a-b97b-11104517d1ea,Nakowa,Unknown,Primary,Public,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
812,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cbd,Point,7.74276,11.35809,geometry_type,11.35809,7.74276,Yes,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,8ca0e84f-dc1f-431e-93ae-7694feacf2bc,Damaski Health Clinic,Functional,Primary,Public,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
813,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cb8,Point,7.733688,11.309695,geometry_type,11.309695,7.733688,Unknown,2018-09-25T14:25:28Z,Unknown,Private Clinic,aaa63ae6-f2d8-479a-8a8a-97884435cfb6,Korama Nursing And Maternity Kudan,Unknown,Tertiary,Private,KD1606,eHA_Polio,Kudan,19016,Kudan,KD,Kaduna, , , , , , 
814,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cb1,Point,7.801635,11.197898,geometry_type,11.197898,7.801635,Unknown,2018-09-25T14:34:40Z,Unknown,Primary Health Center,8a291557-9e77-4bd8-845f-1b447a752399,Primary Health Center Likoro,Functional,Primary,Others,KD1607,NPHCDA,Likoro,19016,Kudan,KD,Kaduna, , , , , , 
815,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3cab,Point,7.827228,11.193604,geometry_type,11.193604,7.827228,Yes,2018-09-25T14:25:35Z,Unknown,Primary Health Clinic,4eddd0d7-d896-45fb-b69f-056b85726ebe,Kushigi Health Clinic,Functional,Primary,Public,KD1607,eHA_Polio,Likoro,19016,Kudan,KD,Kaduna, , , , , , 
816,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ca8,Point,7.79553,11.20409,geometry_type,11.20409,7.79553,Unknown,2018-09-25T14:08:11Z,Unknown,Primary Health Center,f365e314-ce0c-4665-8520-b99fb6de39ef,Likoro Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1607,eHA_Polio,Likoro,19016,Kudan,KD,Kaduna, , , , , , 
817,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ca4,Point,7.651142,11.231994,geometry_type,11.231994,7.651142,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Clinic,3e7fb187-8637-4e16-bfe4-1901822526c7,Health Clinic Jaja,Functional,Primary,Others,KD1608,NPHCDA,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
818,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3ca1,Point,7.663731,11.283192,geometry_type,11.283192,7.663731,Unknown,2018-09-25T14:25:35Z,Unknown,Primary Health Center,143acac8-7509-41ca-b949-4ff0be8a8529,Primary Health Center Sabon Garin,Unknown,Primary,Others,KD1608,NPHCDA,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
819,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c9b,Point,7.629348,11.269378,geometry_type,11.269378,7.629348,Yes,2018-09-25T14:25:29Z,Unknown,Primary Health Center,63175598-5a56-4c50-b175-d6782d629de7,Kyaude Primary Health Center,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
820,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c96,Point,7.677747,11.273115,geometry_type,11.273115,7.677747,Yes,2018-09-25T14:25:17Z,Unknown,Primary Health Clinic,707e4f46-f339-4ad2-ab58-6640e8f843e7,Dumuga Health Clinic,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
821,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c91,Point,7.66286,11.21266,geometry_type,11.21266,7.66286,Yes,2018-09-25T14:25:15Z,Unknown,Primary Health Center,0967ef20-c0d5-4942-9a5b-987747557400,Dufa Dufa Health Center,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
822,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c8b,Point,7.65138,11.2302,geometry_type,11.2302,7.65138,Yes,2018-09-25T14:25:15Z,Unknown,Primary Health Clinic,78cd35ef-9bb7-4a71-bb55-dd9bd71ceb7c,Jaja Health Clinic,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
823,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c84,Point,7.70918,11.20337,geometry_type,11.20337,7.70918,Yes,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,6996c3bb-29d6-43cb-ab01-9b12b2e4c132,Danmakwarwa Health Clinic,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
824,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c80,Point,7.67079,11.2386,geometry_type,11.2386,7.67079,Yes,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,89af2255-9564-474d-b38c-c47ad3c52369,Musawa Health Clinic,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
825,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c7d,Point,7.70236,11.22059,geometry_type,11.22059,7.70236,Yes,2018-09-25T14:25:15Z,Unknown,Primary Health Center,d4ae6a9c-c34f-4657-8cd9-e4c86949de9e,Dambami Health Center,Functional,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
826,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c7a,Point,7.657584,11.211756,geometry_type,11.211756,7.657584,Unknown,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,c0b1f10c-ee6e-4901-8cca-6c79d0fff2c7,Bomo Health Clinic,Unknown,Primary,Public,KD1608,eHA_Polio,Sabon Garin,19016,Kudan,KD,Kaduna, , , , , , 
827,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c77,Point,7.776442,11.199355,geometry_type,11.199355,7.776442,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Clinic,7f6129e0-a875-4f0a-9421-c1a8dfbc1d43,Health Clinic Bagaddi,Functional,Primary,Others,KD1609,NPHCDA,Taba,19016,Kudan,KD,Kaduna, , , , , , 
828,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c72,Point,7.771202,11.225249,geometry_type,11.225249,7.771202,Yes,2018-09-25T14:25:25Z,Unknown,Primary Health Clinic,5f4df44d-c311-4f54-8c18-68f4ac836f5a,Bagaddi Health Clinic,Functional,Primary,Public,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
829,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c6d,Point,7.783299,11.268411,geometry_type,11.268411,7.783299,Unknown,2018-09-25T14:25:33Z,Unknown,Primary Health Clinic,f06bdc61-fea6-4687-a90e-6c5e2dd4344c,Model Primary Health Care Taba,Functional,Primary,Public,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
830,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c6a,Point,7.771104,11.226664,geometry_type,11.226664,7.771104,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Clinic,5e01175b-7d86-4831-83a6-d53b36bf256b,Health Clinic Dankala,Functional,Primary,Others,KD1609,NPHCDA,Taba,19016,Kudan,KD,Kaduna, , , , , , 
831,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c66,Point,7.778755,11.228161,geometry_type,11.228161,7.778755,Yes,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,21beaf08-d528-4114-acbd-fc68016f20b6,Kada Kada Health Clinic,Functional,Primary,Public,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
832,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c62,Point,7.809144,11.285207,geometry_type,11.285207,7.809144,Yes,2018-09-25T14:25:20Z,Unknown,Private Clinic,0a4b0ee2-0f37-45a8-a28b-b9a784f1bc9a,Dankala Health Care,Functional,Primary,Private,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
833,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c5f,Point,7.782027,11.270868,geometry_type,11.270868,7.782027,Yes,2018-09-25T14:25:16Z,Unknown,Primary Health Center,a5fe6393-eebf-4bd8-9da8-413ecb0e784a,Taban Sani Primary Health Center,Functional,Primary,Public,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
834,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c5c,Point,7.796152,11.225383,geometry_type,11.225383,7.796152,Unknown,2018-09-25T14:25:29Z,Unknown,Primary Health Clinic,816ae097-988b-4fa5-9eda-44a180e402ac,Tashan Jirgi Health Clinic,Unknown,Primary,Public,KD1609,eHA_Polio,Taba,19016,Kudan,KD,Kaduna, , , , , , 
835,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c54,Point,7.72133,11.305871,geometry_type,11.305871,7.72133,Yes,2018-09-25T14:25:41Z,Unknown,Health Post,3f8535a3-ceb0-42cc-9fed-17b2c06b3ef2,Zabi Health Post,Functional,Primary,Public,KD1610,eHA_Polio,Zabi,19016,Kudan,KD,Kaduna, , , , , , 
836,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c4d,Point,7.735519,11.278056,geometry_type,11.278056,7.735519,Yes,2018-09-25T14:25:30Z,Unknown,Health Post,885351f1-d946-45c4-910e-276191573715,Dan Dako Health Post,Functional,Primary,Public,KD1610,eHA_Polio,Zabi,19016,Kudan,KD,Kaduna, , , , , , 
837,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c45,Point,8.750541,10.325719,geometry_type,10.325719,8.750541,Yes,2018-09-25T14:30:09Z,Unknown,Primary Health Clinic,dd1b9c3b-0059-4144-b3dd-bf588851419a,Federe Health Clinic,Functional,Primary,Public,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna, , , , , , 
838,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c40,Point,8.754296,10.401943,geometry_type,10.401943,8.754296,Unknown,2018-09-25T14:30:10Z,Unknown,Primary Health Center,dac1f2e3-715c-4157-868d-e5ccb6394315,Domawa Primary Health Center,Functional,Primary,Public,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna, , , , , , 
839,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c3d,Point,8.747591,10.413901,geometry_type,10.413901,8.747591,Yes,2018-09-25T14:30:10Z,Unknown,Primary Health Clinic,f768618d-4172-4031-9a3b-6d4ca3d3a3fc,Kauran Domawa Health Clinic,Functional,Primary,Public,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna, , , , , , 
840,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c39,Point,8.757315,10.378706,geometry_type,10.378706,8.757315,Yes,2018-09-25T14:30:10Z,Unknown,Primary Health Center,5ff58e35-5cc9-4135-93c3-d4b0774668b3,Sheni Primary Health Center,Functional,Primary,Public,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna, , , , , , 
841,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c33,Point,8.692635,10.403591,geometry_type,10.403591,8.692635,Yes,2018-09-25T14:30:10Z,Unknown,Private Non Profit,8082528f-400a-465c-b25d-920652349483,Cocin Clinic Hayin Gada,Unknown,Primary,NGO/Humanitarian,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna, , , , , , 
842,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c30,Point,8.652398,10.61372,geometry_type,10.61372,8.652398,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Clinic,314ac74d-5fd8-4ffa-ab76-cbab2b55d13e,Health Clinic Dokan Danbala,Functional,Primary,Others,KD1702,NPHCDA,Dan Alhaji,19017,Lere,KD,Kaduna, , , , , , 
843,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3c25,Point,8.659438,10.590811,geometry_type,10.590811,8.659438,Yes,2018-09-25T14:25:51Z,Unknown,Primary Health Center,ea8f67d1-fea4-448b-b412-f71e6e4e7acc,Doka Danbala Primary Health Center,Functional,Primary,Public,KD1702,eHA_Polio,Dan Alhaji,19017,Lere,KD,Kaduna, , , , , , 
